ISO,AF,AL,AO,AR,AM,AZ,BD,BJ,BO,BA,BR,BG,BF,BI,CI,KH,CM,CF,TD,CL,CN,CO,CG,CD,CR,DO,EC,EG,SV,ET,FJ,GM,GE,GH,GT,GN,HT,HN,ID,IQ,JO,KZ,KE,XK,KG,LA,LB,LR,MK,MG,MW,ML,MX,MD,MN,ME,MA,MZ,NI,NE,NG,PK,PS,PA,PG,PY,PE,PH,PL,RO,RU,RW,WS,SN,RS,SL,SS,LK,SY,TJ,TZ,TH,TL,TG,TO,TT,TN,TR,UG,UA,UZ,VE,VN,YE,ZM,AT,BE,CH,DE,EE,ES,FI,FR,GR,HR,HU,IE,IT,LI,LT,LV,MT,NL,NO,PT,SE,SI,SK,GB
AF,0,0.955217679,0.979197469,0.956723451,0.95106223,0.856598709,0.601205447,0.999922895,0.972698082,0.955426017,0.95587186,0.934876082,0.999396323,1,0.999858739,1,1,0.999889868,1,0.9563866,0.998933611,0.956148864,0.99988959,1,0.95597095,0.95576677,0.959058091,1,0.95571159,1,0.818110203,0.999224533,0.978391967,0.991986196,0.969945283,1,0.955711899,0.956415529,1,0.88210663,1,0.879448043,0.999453768,0.951336384,0.856463499,1,0.978100835,1,0.945124954,0.999708893,1,0.999947547,0.957908577,0.950358507,0.998131166,0.952551115,0.999909672,0.994582358,0.956635038,1,1,0.57746565,1,0.959857933,0.99708712,0.995387339,0.964017301,0.999726372,0.955886907,0.954086734,0.949577756,1,0.995783978,0.99974321,0.95009668,0.992432801,1,0.690476367,0.96006697,0.477716383,0.998018426,1,1,1,0.99946833,0.953628273,1,0.823331356,1,0.955299544,0.83434377,0.95635212,1,0.993975692,0.999253356,0.95316057,0.95496298,0.952614962,0.952595519,0.988696515,0.956879501,0.996024217,0.95757148,0.954117259,0.954798571,0.99751141,0.955831046,0.955863119,0.955708081,0.955754545,0.954473529,0.993923388,0.952053563,0.953895696,0.955803878,0.949940732,0.955274729,0.951923693,0.948655298
AL,0.955217679,0,0.973739909,0.945889943,0.944946888,0.997855024,0.944015069,0.999902666,0.965538522,0.943363119,0.944303797,0.947711532,0.999237947,1,0.99982168,1,1,0.999860975,1,0.944945021,1,0.944644483,0.999860624,1,0.944424304,0.944163038,0.948319601,1,0.94409249,1,0.974077617,0.999023971,0.993960253,0.989952904,0.962060403,1,0.944092879,0.944982587,1,0.986613167,1,0.984878717,0.999923209,0.118959309,0.994362159,1,0.997068396,1,0.726615732,0.999632521,1,0.999933786,0.946866979,0.945783372,0.999901694,0.893794056,0.999885974,0.993161036,0.945259401,1,1,0.945106744,1,0.949355029,0.996348053,0.994182873,0.95457721,0.999654585,0.943557684,0.947191412,0.950079513,1,0.994714273,0.999675841,0.944333368,0.990512823,1,0.956670136,0.995153321,0.951447144,0.999721425,1,1,1,0.999333432,0.944518826,1,0.99319852,1,0.944314751,0.990145843,0.944901063,1,0.999153086,0.999536952,0.943214723,0.945385379,0.928358136,0.944708702,0.985536156,0.945553621,0.99648942,0.947644871,0.936390637,0.940105703,0.999318224,0.944602521,0.943225229,0.944465807,0.943460674,0.943807699,0.992349234,0.948575144,0.944540488,0.944205314,0.942452427,0.940542803,0.94869171,0.9456767
AO,0.979197469,0.973739909,0,0.680789944,0.974138496,0.999003343,0.974100846,0.940531724,0.793467368,0.973965731,0.547402734,0.975869336,0.951042339,0.797679684,0.960482201,1,0.922222483,0.941510669,0.99572376,0.666345137,1,0.664170485,0.765457616,0.798790308,0.666422227,0.663733624,0.688624338,1,0.660821665,1,0.988021757,0.98197111,0.997221421,0.948911148,0.769828968,0.987871507,0.765185866,0.66742416,1,0.99378085,1,0.992756756,0.875676977,0.974194886,0.997402191,1,0.997997876,0.972866337,0.974373172,0.99845656,0.797938065,0.991217033,0.678565857,0.870422169,0.999954741,0.973939945,0.999521082,0.765775426,0.668873361,0.998242875,0.931031084,0.974588107,1,0.715847729,0.998284,0.965132562,0.724430115,0.997904446,0.97401264,0.856181886,0.977017742,0.797695644,0.997516309,0.974838084,0.974201124,0.984431968,0.994619043,0.979955382,0.997748368,0.977444965,0.808527981,1,1,0.94080671,0.999686789,0.97315412,1,0.996841939,0.864333613,0.973307646,0.995453678,0.664614611,1,0.99960876,0.791993727,0.973630944,0.891690434,0.897533063,0.971317012,0.99334103,0.67775058,0.998356909,0.781197165,0.972184681,0.970983818,0.999502179,0.973979731,0.813230035,0.972119821,0.973934664,0.974101361,0.977526078,0.973281508,0.973046223,0.537499839,0.971611108,0.973755597,0.976377966,0.97197346
AR,0.956723451,0.945889943,0.680789944,0,0.946703007,0.997941207,0.945935559,0.999173387,0.43060217,0.946351032,0.340849428,0.950246978,0.993456372,1,0.998422617,1,0.999461392,0.99848046,0.996012255,0.080440755,1,0.074436895,0.998798229,1,0.080809866,0.076172053,0.141825148,0.983086031,0.065207378,0.991838266,0.974939389,0.992795048,0.994267645,0.989607216,0.36563701,1,0.525204444,0.083456867,1,0.975314712,0.980758513,0.985040589,0.999368636,0.946816361,0.994641987,1,0.975116595,1,0.94718836,0.996879156,1,0.998848558,0.11415122,0.735690645,0.999906737,0.946291042,0.985919988,0.916867534,0.087443534,0.994999057,0.998371739,0.946983488,0.980626076,0.217937631,0.996191325,0.919895518,0.240348455,0.995170561,0.946423872,0.706709592,0.952639166,1,0.994450848,0.996549916,0.946840707,0.990124995,0.999923575,0.958156575,0.976086131,0.953084268,0.999619624,1,1,1,0.999300212,0.940269394,0.98291199,0.993038028,1,0.94502344,0.990610784,0.080903277,1,0.982501143,0.999513607,0.942601556,0.77622193,0.791265399,0.933171778,0.986278118,0.148074372,0.996467426,0.55851098,0.942735825,0.940240058,0.998938625,0.942094242,0.602257762,0.939338858,0.946288167,0.946628579,0.935775809,0.939994223,0.941966741,0.328523686,0.93659864,0.945888695,0.951303097,0.938162757
AM,0.95106223,0.944946888,0.974138496,0.946703007,0,0.97979809,0.940848775,0.999904144,0.966058522,0.939493354,0.945140326,0.943884686,0.999249514,1,0.999824386,1,1,0.999863085,1,0.945780245,0.999963257,0.945484695,0.999862739,1,0.945263514,0.945009679,0.949101417,1,0.94494108,1,0.972675148,0.999035947,0.992898513,0.990037317,0.962636268,1,0.944941463,0.94581621,1,0.984347994,1,0.979799473,0.99991898,0.94525383,0.989272737,1,0.996652061,1,0.942927115,0.999638099,1,0.999934791,0.947672352,0.946022262,0.999830088,0.939755835,0.999887705,0.993264841,0.946089102,1,1,0.941766096,1,0.950095773,0.996378736,0.994265585,0.955266658,0.999659828,0.939622802,0.948612716,0.940419497,1,0.994758682,0.999680761,0.941859955,0.990592532,1,0.954219982,0.994405691,0.947302849,0.999706083,1,1,1,0.999339032,0.944964324,1,0.987386681,1,0.939284663,0.985058916,0.94573738,1,0.999106444,0.99953705,0.946015829,0.945912292,0.945393605,0.946938936,0.984090704,0.946351133,0.996441337,0.948394076,0.945277093,0.939856573,0.999302097,0.944983344,0.945129459,0.944936717,0.93966838,0.939602071,0.992445615,0.948835194,0.9463623,0.94503083,0.947393529,0.939685133,0.945112559,0.94599197
AZ,0.856598709,0.997855024,0.999003343,0.997941207,0.97979809,0,0.993544439,0.999996306,0.998691955,0.986786825,0.997885804,0.924273259,0.999971078,1,0.999993232,1,1,0.999994724,1,0.997910465,0.9948222,0.997899075,0.99999471,1,0.997890552,0.997880769,0.998038458,1,0.997878125,1,0.997045599,0.999962847,0.928999923,0.999616056,0.998560067,1,0.99787814,0.997911851,1,0.945386638,1,0.479296825,0.999991158,0.988452809,0.360072507,1,0.999586318,1,0.960078077,0.999986053,1,0.999997487,0.997983384,0.961199796,0.991270511,0.98745396,0.999995672,0.999740439,0.997922368,1,1,0.988995,1,0.998076778,0.999860443,0.999779006,0.998276055,0.99998689,0.986846416,0.996148019,0.938082242,1,0.999798009,0.999987697,0.983116671,0.999637453,1,0.995003726,0.99330106,0.897365768,0.999967923,1,1,1,0.999974527,0.997854028,1,0.312895699,1,0.978992741,0.410338701,0.997908813,1,0.99990248,0.999977709,0.979911458,0.992489277,0.990695335,0.983795766,0.995816745,0.997850412,0.999713271,0.992775878,0.997658124,0.987077491,0.999935071,0.997671984,0.997885385,0.997877957,0.987276549,0.984984211,0.999708867,0.982604824,0.995901314,0.997831755,0.994186308,0.986885171,0.988134608,0.996358685
BD,0.601205447,0.944015069,0.974100846,0.945935559,0.940848775,0.993544439,0,0.999904004,0.966009108,0.944333051,0.94506046,0.927468012,0.999248422,1,0.999824131,0.999318195,0.999929241,0.999862886,1,0.94570131,0.999722231,0.945405329,0.99986254,1,0.945183827,0.944929623,0.949027317,1,0.944860923,1,0.700391644,0.999034543,0.988371588,0.990022813,0.962581872,1,0.944861307,0.945737328,0.999997547,0.881709932,1,0.983338971,0.999100162,0.939993552,0.990342156,0.999809508,0.975440791,1,0.935425505,0.999637572,1,0.999934696,0.947596172,0.945564071,0.999900137,0.939474114,0.999887541,0.993255035,0.946010616,1,1,0.386252461,1,0.950018376,0.996373464,0.994257237,0.955201534,0.999655177,0.945079193,0.941321311,0.94954012,1,0.994750742,0.999680297,0.935861043,0.990578836,1,0.491659322,0.957173288,0.573361516,0.996735643,0.99995015,1,1,0.99933807,0.941307718,1,0.942150109,1,0.945820935,0.972385583,0.945658383,0.999364868,0.990072559,0.998898933,0.945846793,0.945219743,0.942398738,0.944443325,0.985927159,0.946314972,0.994844557,0.948356317,0.942425914,0.94318569,0.996018801,0.945009646,0.945049577,0.944856554,0.944914402,0.943159474,0.992434617,0.943348642,0.943006779,0.944975822,0.940195935,0.944022845,0.936538754,0.931212449
BJ,0.999922895,0.999902666,0.940531724,0.999173387,0.999904144,0.999996306,0.999904004,0,0.999469784,0.999903503,0.999149108,0.999910559,0.872432892,0.886730138,0.820890086,1,0.946080756,0.896504929,0.990165797,0.999143791,1,0.999138244,0.888047753,0.899947988,0.999143679,0.999124389,0.999200787,1,0.999129651,1,0.999955602,0.94927972,0.999989701,0.73922009,0.999409369,0.954284263,0.998646133,0.999146478,1,0.999976949,1,0.999973153,0.930416972,0.999904353,0.999990371,1,0.999989911,0.944632871,0.999905014,0.999988558,0.886874793,0.973538481,0.999175096,0.999519717,0.999999832,0.999903408,0.99999645,0.900924627,0.999150219,0.987765746,0.91230757,0.99990581,1,0.999268639,0.99999364,0.99992083,0.999292873,0.999994623,0.999903677,0.999466935,0.999914816,0.886739073,0.999990794,0.916266995,0.999904376,0.975732683,0.989394253,0.999925704,0.999991654,0.999916399,0.892875172,1,1,0.67894929,0.999998839,0.999900385,1,0.999988295,0.924046615,0.999901064,0.999983149,0.999142238,1,0.99999855,0.88809285,0.999901721,0.999148853,0.999465137,0.999894846,0.999975318,0.999166706,0.99999391,0.998446623,0.999893754,0.999891332,0.999998155,0.999903555,0.999296313,0.999896662,0.999903388,0.999904006,0.999865303,0.999903486,0.999902164,0.999138108,0.999898884,0.999902725,0.999912444,0.999896768
BO,0.972698082,0.965538522,0.793467368,0.43060217,0.966058522,0.998691955,0.966009108,0.999469784,0,0.965831779,0.573634537,0.968332984,0.995848781,1,0.999028614,1,1,0.999242672,1,0.401128034,1,0.397359853,0.99924076,1,0.401514339,0.398568058,0.428569024,1,0.391350455,1,0.984259945,0.995339808,0.996353302,0.993311619,0.586962139,1,0.69545058,0.403236651,1,0.991837785,1,0.990443686,0.999953442,0.96613253,0.996590551,1,0.99738347,1,0.966375575,0.997998188,1,0.999639306,0.423221017,0.831756458,0.999940601,0.965797937,0.999378853,0.946212324,0.405829916,1,1,0.966648605,1,0.490826331,0.997568888,0.944520493,0.4729328,0.996865837,0.965883606,0.813322885,0.969837337,1,0.996481276,0.997905234,0.966154126,0.993684359,1,0.973692791,0.997044884,0.970398039,0.999831102,1,1,1,0.999556264,0.961828271,1,0.995855258,1,0.964986442,0.994033259,0.401593888,1,0.999486524,0.999696936,0.963153825,0.857749682,0.867124359,0.960375232,0.991260551,0.44607539,0.997750336,0.71740163,0.963524574,0.961971925,0.999341098,0.963272832,0.757461419,0.961198236,0.965791005,0.966009784,0.968301917,0.963187075,0.962810488,0.565571298,0.959357111,0.965560856,0.968997674,0.960757342
BA,0.955426017,0.943363119,0.973965731,0.946351032,0.939493354,0.986786825,0.944333051,0.999903503,0.965831779,0,0.944773842,0.265970287,0.999244501,1,0.999823213,1,1,0.99986217,1,0.945418035,1,0.945120511,0.999861822,1,0.944897852,0.944642322,0.948761394,1,0.944573264,1,0.974232195,0.999029506,0.929193375,0.989970762,0.962386663,1,0.94457365,0.945454241,1,0.986675111,1,0.806189477,0.999923672,0.915096411,0.929605554,1,0.997082642,1,0.417840059,0.999635681,1,0.999934356,0.947322783,0.836817133,0.998655267,0.096658193,0.999886955,0.993219847,0.945728955,1,1,0.945409003,1,0.949762393,0.996354544,0.994227277,0.954967822,0.999657556,0.230643927,0.946618823,0.325533245,1,0.994723668,0.999678629,0.107247666,0.990529686,1,0.956916338,0.995175747,0.947818141,0.999723104,1,1,1,0.999334617,0.944619883,1,0.989181215,1,0.243939524,0.894282071,0.945374884,1,0.999158191,0.999538029,0.902840168,0.940357774,0.923727064,0.929351288,0.802148954,0.941019491,0.989623445,0.948086893,0.932843762,0.077463432,0.998092083,0.931017896,0.944762902,0.944568872,0.273788908,0.271705801,0.992395149,0.947583864,0.922848183,0.941895944,0.939930727,0.119172782,0.314189831,0.936743929
BR,0.95587186,0.944303797,0.547402734,0.340849428,0.945140326,0.997885804,0.94506046,0.999149108,0.573634537,0.944773842,0,0.948820154,0.993338116,1,0.998441118,1,1,0.998784639,1,0.311297455,1,0.3068318,0.99878157,1,0.311385881,0.305842514,0.357164906,1,0.299919676,1,0.97454349,0.991510323,0.994105836,0.988788161,0.524915968,1,0.511258529,0.31351616,1,0.986807397,1,0.984563661,0.999924749,0.945259945,0.994489301,1,0.995781633,1,0.945664243,0.996787489,1,0.999421158,0.336520738,0.730369052,0.999903993,0.944719142,0.999003182,0.882129256,0.316513387,1,1,0.946094079,1,0.412893287,0.995924689,0.92798536,0.431210562,0.995676997,0.944827112,0.700882645,0.951248033,1,0.994101508,0.996396248,0.945311821,0.989412991,1,0.95747961,0.995223641,0.952154296,0.99972701,0.999997491,1,1,0.999256158,0.936543648,1,0.993300847,1,0.943430751,0.990355945,0.307797672,1,0.999170067,0.99946512,0.938147755,0.766522578,0.782047565,0.923291455,0.985874413,0.33478969,0.996248667,0.544626539,0.941080729,0.938489672,0.998880895,0.93853681,0.610866064,0.93448681,0.944707939,0.945061552,0.952700157,0.931413318,0.938024681,0.050940125,0.935156577,0.944342104,0.949890884,0.934564663
BG,0.934876082,0.947711532,0.975869336,0.950246978,0.943884686,0.924273259,0.927468012,0.999910559,0.968332984,0.265970287,0.948820154,0,0.999299742,1,0.99983614,1,1,0.999872248,1,0.949409419,0.999565351,0.949133254,0.999871926,1,0.94893091,0.948690845,0.952510345,1,0.948626022,1,0.965707164,0.999103104,0.931660478,0.990767315,0.965136919,1,0.948626379,0.949443934,1,0.979632973,1,0.784558737,0.999897932,0.925712618,0.883785944,1,0.996546873,1,0.417216834,0.99966232,1,0.999939156,0.951175523,0.847638928,0.998076416,0.309583619,0.99989522,0.993715606,0.949698303,1,1,0.929421697,1,0.953461696,0.996644077,0.994654557,0.958260538,0.999682595,0.317725775,0.949472555,0.397532075,1,0.995142731,0.999702127,0.310906026,0.991281848,1,0.943853986,0.993711788,0.930643469,0.999629725,1,1,1,0.999387464,0.948889922,1,0.923004976,1,0.328312151,0.856173275,0.949369027,1,0.998874303,0.999549978,0.914708705,0.944369355,0.932256906,0.934337497,0.824448407,0.945186698,0.990624573,0.951393691,0.937514342,0.284312047,0.998283946,0.936995725,0.948804284,0.948967394,0.355893769,0.353744366,0.992969545,0.950129519,0.929661015,0.946263745,0.944356715,0.271934039,0.391113272,0.941503313
BF,0.999396323,0.999237947,0.951042339,0.993456372,0.999249514,0.999971078,0.999248422,0.872432892,0.995848781,0.999244501,0.993338116,0.999299742,0,0.91224291,0.909664816,1,0.955004334,0.884185863,0.98774669,0.993296487,1,0.993253061,0.910372474,0.919809955,0.99329561,0.993144587,0.99374273,0.996761631,0.993185782,0.997089479,0.999652398,0.908864452,0.999919367,0.85891442,0.995375779,0.910549484,0.989400179,0.993317527,1,0.99757736,0.996819422,0.999789805,0.945841476,0.999251151,0.999924613,1,0.996834399,0.927450609,0.999256324,0.999910421,0.912354984,0.923936899,0.993541586,0.996239726,0.999998687,0.999243752,0.99495411,0.922489177,0.993346815,0.989190342,0.938173959,0.999262562,0.996739614,0.99427396,0.999950203,0.999380155,0.994463699,0.9999579,0.999245862,0.995826481,0.999333068,0.912249833,0.999927925,0.891932967,0.999251332,0.951482685,0.987974203,0.999418317,0.996998777,0.999345466,0.916951016,1,1,0.796669495,0.999990911,0.999220083,0.996723764,0.99984487,0.941154267,0.999225403,0.999868068,0.993284334,1,0.99677962,0.91329301,0.999230545,0.994464381,0.995812399,0.999151597,0.999806761,0.993425525,0.999944895,0.987625323,0.999168173,0.999149205,0.999985554,0.999244907,0.994490627,0.999190933,0.999243599,0.999248436,0.996132333,0.999111946,0.999217402,0.993251999,0.999169336,0.999238403,0.999314502,0.999187206
BI,1,1,0.797679684,1,1,1,1,0.886730138,1,1,1,1,0.91224291,0,0.925645434,1,0.850830884,0.890584147,0.991798621,1,1,1,0.636055612,0.638178555,1,1,1,1,1,1,1,0.973278988,1,0.911071312,1,0.976738822,1,1,1,1,1,1,0.614352036,1,1,1,1,0.947960481,1,1,0.446380587,0.983688563,1,1,1,1,1,0.515302713,1,0.996630019,0.867724857,1,1,1,1,1,1,1,1,1,1,0.107796851,1,0.955083991,1,0.978691922,0.989679888,1,1,1,0.419266669,1,1,0.886473481,1,1,1,1,0.545149658,1,1,1,1,1,0.464143451,1,0.999429238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI,0.999858739,0.99982168,0.960482201,0.998422617,0.999824386,0.999993232,0.999824131,0.820890086,0.999028614,0.999823213,0.998441118,0.99983614,0.909664816,0.925645434,0,1,0.965712048,0.928765332,0.993066543,0.998431377,1,0.998421215,0.92609077,0.933953456,0.998431172,0.998395832,0.998535798,0.997160745,0.998405472,0.997448187,0.999918661,0.899109594,0.999981132,0.788269389,0.998917932,0.886437983,0.99751964,0.9984363,1,0.997991941,0.997211413,0.999950814,0.954106067,0.999824769,0.999982359,1,0.997275315,0.858784003,0.99982598,0.999979038,0.925740391,0.875812155,0.99848873,0.999120095,0.999999693,0.999823038,0.997142619,0.934838062,0.998443154,0.992164907,0.95264503,0.999827439,0.997141441,0.998660106,0.999988347,0.999854956,0.998704505,0.999990148,0.999823532,0.999023396,0.999843938,0.925651299,0.999983134,0.940695945,0.999824811,0.920931539,0.992502041,0.999863886,0.997410662,0.999846839,0.929635336,1,1,0.842380435,0.999997873,0.999817499,0.997144119,0.999922895,0.950141362,0.999818744,0.999969128,0.998428533,1,0.997183815,0.926539023,0.999819947,0.998608877,0.999020101,0.999785326,0.999954782,0.998429193,0.999982334,0.997005171,0.999805352,0.999800914,0.99999662,0.999823308,0.998710806,0.999810678,0.999823002,0.999824134,0.997286842,0.999730079,0.999806196,0.998420967,0.99978056,0.999821786,0.999839593,0.999806872
KH,1,1,1,1,1,1,0.999318195,1,1,1,1,1,1,1,1,0,0.995507156,1,1,1,0.956343102,1,1,1,1,1,1,1,1,1,0.998761861,1,1,1,1,1,1,1,0.995115818,1,1,0.999851825,1,1,0.999562098,0.856857454,1,1,1,0.99772326,1,1,1,1,0.999316744,1,1,1,1,1,1,0.999975751,1,0.999312241,0.999685052,1,1,0.997176407,1,1,1,1,0.997875781,1,1,1,1,0.999982,1,1,1,0.968092911,0.998140948,1,0.997733358,1,1,1,1,1,1,1,0.497116692,1,0.999917136,1,1,1,0.99941862,1,1,0.999998928,1,1,1,1,0.999997097,1,1,1,1,1,0.999753509,0.998593739,1,0.999914307,1,1,0.9999973
CM,1,1,0.922222483,0.999461392,1,1,0.999929241,0.946080756,1,1,1,1,0.955004334,0.850830884,0.965712048,0.995507156,0,0.941887715,0.983912341,1,0.944038194,1,0.857218478,0.874146228,1,1,1,0.975284391,1,0.979606452,1,0.971775672,1,0.959147817,1,0.975618797,1,1,0.999510122,0.983190498,0.976119391,0.999809344,0.906657848,1,0.999436555,0.983769379,0.976867436,0.976185915,1,1,0.851021387,0.987068187,1,1,0.995865512,1,0.976416975,0.869664323,1,0.978156828,0.933440866,0.999905096,0.975708678,0.999046044,1,1,1,0.99917874,1,1,0.999994288,0.850842652,0.999937645,0.95159506,1,0.988564509,0.994082008,1,0.977995589,1,0.858583008,0.986959137,1,0.947254341,1,1,0.975586129,0.999524013,0.899863372,1,1,1,0.993972916,0.97596739,0.852523772,1,0.999551193,1,0.999810104,1,0.999622303,0.999937317,0.998745548,1,1,1,1,1,1,1,1,0.9789126,0.998999268,0.99984391,1,0.999576923,1,1,0.999968521
CF,0.999889868,0.999860975,0.941510669,0.99848046,0.999863085,0.999994724,0.999862886,0.896504929,0.999242672,0.99986217,0.998784639,0.999872248,0.884185863,0.890584147,0.928765332,1,0.941887715,0,0.961010574,0.998777044,1,0.998769122,0.871861273,0.884215477,0.998776884,0.998749332,0.998858455,0.983006322,0.998756848,0.991908278,0.999936585,0.96063087,0.99998529,0.91144712,0.99915638,0.965923424,0.998066221,0.998780883,1,0.989396571,0.984864092,0.999961653,0.932204542,0.999863384,0.999986247,1,0.985464667,0.953633882,0.999864327,0.999983658,0.890723881,0.976737065,0.998821759,0.999313994,0.99999976,0.999862034,0.987800241,0.904246442,0.998786226,0.987271435,0.931234603,0.999865465,0.985228184,0.998955369,0.999990915,0.999886919,0.998989985,0.999992319,0.999862419,0.999238604,0.999878328,0.890592778,0.999986851,0.932879127,0.999863417,0.979353999,0.965194122,0.999893881,0.98617037,0.99988059,0.896403914,1,1,0.877795404,0.999998342,0.999857716,0.984668613,0.99968382,0.924822857,0.999858686,0.999975931,0.998774827,1,0.984969705,0.891783725,0.999859624,0.998734113,0.999236035,0.999731304,0.999964746,0.998572152,0.999973897,0.997056265,0.999848246,0.999844785,0.999997364,0.999862245,0.998994897,0.999852398,0.999862006,0.999862888,0.986554635,0.99940792,0.999821318,0.998768928,0.999739488,0.999861058,0.999874941,0.999841849
TD,1,1,0.99572376,0.996012255,1,1,1,0.990165797,1,1,1,1,0.98774669,0.991798621,0.993066543,1,0.983912341,0.961010574,0,1,1,1,0.990126116,0.979563847,1,1,1,0.804151705,1,0.891203007,1,0.988114707,1,0.992733392,1,0.989770096,1,1,1,0.875590168,0.822197953,1,0.986724016,1,1,1,0.82902173,0.996089702,1,1,0.991809094,0.988107427,1,1,1,1,0.848922846,0.992834091,1,0.910089938,0.95908107,1,0.824699748,1,1,1,1,1,1,1,1,0.991799268,1,0.977497848,1,0.997358692,0.979809848,1,0.837316027,1,0.990596379,1,1,0.989895072,1,1,0.819496486,0.996475888,0.984175323,1,1,1,1,0.822882877,0.991897347,1,0.998496958,1,0.998605465,1,0.997203609,0.999752778,0.991284227,1,1,1,1,1,1,1,1,0.843996867,0.994542209,0.999446892,1,0.998470519,1,1,0.999847993
CL,0.9563866,0.944945021,0.666345137,0.080440755,0.945780245,0.997910465,0.94570131,0.999143791,0.401128034,0.945418035,0.311297455,0.949409419,0.993296487,1,0.998431377,1,1,0.998777044,1,0,1,0.026175659,0.998773957,1,0.032943463,0.028144682,0.097224009,1,0.016464893,1,0.974884858,0.992506895,0.994174589,0.990045416,0.332559696,1,0.508204472,0.035690403,1,0.986961284,1,0.984810729,0.999925627,0.945898469,0.994553581,1,0.995804001,1,0.946273507,0.996767414,1,0.999417541,0.067979333,0.728586326,0.999905113,0.945363974,0.998996953,0.913105646,0.039877446,1,1,0.946722873,1,0.177561505,0.996381679,0.920100025,0.20089116,0.994936101,0.945513887,0.698765405,0.951816707,1,0.994762943,0.996616584,0.945913404,0.99060018,1,0.957975595,0.995279356,0.952712399,0.999730195,1,1,1,0.99933957,0.942991251,1,0.99337899,1,0.944040873,0.99046844,0.033019152,1,0.999179748,0.999541185,0.944137427,0.772351553,0.787769411,0.939009306,0.986039183,0.104966979,0.996542424,0.543716943,0.941688265,0.939173763,0.998952633,0.945149986,0.60849333,0.94124186,0.945352902,0.94570239,0.949024324,0.944076667,0.942996464,0.298200907,0.937355205,0.944978153,0.950475389,0.940977994
CN,0.998933611,1,1,1,0.999963257,0.9948222,0.999722231,1,1,1,1,0.999565351,1,1,1,0.956343102,0.944038194,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.999559609,1,1,1,1,1,0.993361929,0.999595168,1,0.993126906,1,0.999938413,0.986635152,0.987379193,1,1,0.999794023,1,1,1,1,0.999763631,0.984381696,1,1,1,1,1,1,0.999526234,1,0.986942446,1,0.999997486,1,0.989977068,1,0.999987073,0.999633575,1,0.999029347,1,0.999970179,1,1,1,0.999953694,0.999255566,1,0.975196582,1,1,1,1,1,0.995322137,1,0.999955463,0.995433594,1,0.971549752,1,0.998400122,0.999881173,0.999963648,0.999952952,0.999905524,1,1,0.999995802,0.999964328,1,1,1,1,1,1,1,0.99998787,1,0.99652702,0.999974959,1,0.99839737,1,1,0.999990948
CO,0.956148864,0.944644483,0.664170485,0.074436895,0.945484695,0.997899075,0.945405329,0.999138244,0.397359853,0.945120511,0.3068318,0.949133254,0.993253061,1,0.998421215,1,1,0.998769122,1,0.026175659,1,0,0.998766014,1,0.026620942,0.021787837,0.091325575,1,0.010030225,1,0.974750209,0.992460882,0.994142835,0.990048282,0.328193044,1,0.505018561,0.029355057,1,0.986890211,1,0.984731451,0.999925221,0.945603563,0.994523893,1,0.995779581,1,0.945979384,0.996746473,1,0.999413767,0.061882796,0.726853662,0.999904595,0.945066155,0.998990455,0.912539297,0.033597128,1,1,0.946432461,1,0.172200534,0.996382721,0.919590086,0.195684224,0.994903036,0.945219392,0.696835554,0.951554061,1,0.994764451,0.996594598,0.945616712,0.990602886,1,0.957746521,0.995253624,0.952454636,0.999728724,1,1,1,0.99933976,0.94299075,1,0.993342899,1,0.943733285,0.990416483,0.02666719,1,0.999175277,0.999542346,0.944118504,0.77132194,0.786640311,0.939577657,0.985963083,0.099119335,0.996536412,0.540770825,0.941366107,0.938834724,0.998950608,0.945150022,0.605973756,0.941229385,0.945055022,0.945406415,0.948725719,0.94436831,0.942919105,0.293630069,0.937236749,0.944677553,0.950205432,0.940943272
CG,0.99988959,0.999860624,0.765457616,0.998798229,0.999862739,0.99999471,0.99986254,0.888047753,0.99924076,0.999861822,0.99878157,0.999871926,0.910372474,0.636055612,0.92609077,1,0.857218478,0.871861273,0.990126116,0.998773957,1,0.998766014,0,0.611755203,0.998773796,0.998746175,0.998855573,0.999183658,0.998753709,0.999266303,0.999936425,0.973588345,0.999985253,0.911321711,0.99915425,0.977019844,0.998061339,0.998777805,1,0.999401777,0.999198226,0.999961556,0.776362498,0.999863039,0.999986212,1,0.999207466,0.948589179,0.999863985,0.999983616,0.636520402,0.983450555,0.998818784,0.999312262,0.99999976,0.999861686,0.999175233,0.68185318,0.998783161,0.995065221,0.873269204,0.999865126,0.999178107,0.998952732,0.999990892,0.999886633,0.998987435,0.9999923,0.999862071,0.999236682,0.999878021,0.636084323,0.999986818,0.955595393,0.999863072,0.978925688,0.986856192,0.999893613,0.999247959,0.999880289,0.655788441,1,1,0.886072829,0.999998338,0.999857357,0.999178877,0.999967235,0.755956193,0.99985833,0.99997587,0.998771734,1,0.999188978,0.636943602,0.99985927,0.998348143,0.999234106,0.999843093,0.999964657,0.998794072,0.999989408,0.997732825,0.999847862,0.999844393,0.999997358,0.999861897,0.99899236,0.999852025,0.999861658,0.999862542,0.999097987,0.999835029,0.999855717,0.99876582,0.999845377,0.999860707,0.999874625,0.999851028
