ISO,AF,AL,AO,AR,AM,AZ,BD,BJ,BO,BA,BR,BG,BF,BI,CI,KH,CM,CF,TD,CL,CN,CO,CG,CD,CR,DO,EC,EG,SV,ET,FJ,GM,GE,GH,GT,GN,HT,HN,ID,IQ,JO,KZ,KE,XK,KG,LA,LB,LR,MK,MG,MW,ML,MX,MD,MN,ME,MA,MZ,NI,NE,NG,PK,PS,PA,PG,PY,PE,PH,PL,RO,RU,RW,WS,SN,RS,SL,SS,LK,SY,TJ,TZ,TH,TL,TG,TO,TT,TN,TR,UG,UA,UZ,VE,VN,YE,ZM,AT,BE,CH,DE,EE,ES,FI,FR,GR,HR,HU,IE,IT,LI,LT,LV,MT,NL,NO,PT,SE,SI,SK,GB
TN,1,1,1,0.98291199,1,1,1,1,1,1,1,1,0.996723764,1,0.997144119,1,0.975586129,0.984668613,0.819496486,1,1,1,0.999178877,1,1,1,1,0.230741713,1,0.630235149,1,1,1,1,1,1,1,1,1,0.468610099,0.243631573,1,0.97473347,1,1,1,0.268001505,1,1,1,1,0.972123783,1,1,1,1,0.340645076,1,1,0.773021391,0.926168924,1,0.260492575,1,1,1,1,1,1,1,1,1,1,0.989733303,1,1,0.996543255,1,0.304319262,1,0.994947756,1,1,1,1,1,0,0.98490179,1,1,1,1,1,0.245481766,1,1,0.993408784,1,0.994024237,1,0.986316889,0.999241735,0.958580886,1,1,1,1,1,1,1,1,0.237238229,0.974266016,0.998303535,1,0.994607502,1,1,0.999533771
TR,0.823331356,0.99319852,0.996841939,0.993038028,0.987386681,0.312895699,0.942150109,0.999988295,0.995855258,0.989181215,0.993300847,0.923004976,0.99984487,1,0.999922895,1,0.999524013,0.99968382,0.996475888,0.99337899,0.995322137,0.993342899,0.999967235,1,0.99331589,0.993284893,0.993784553,0.985052526,0.993276516,0.992787187,0.973612589,0.999882275,0.939514034,0.998783413,0.995437352,1,0.993276563,0.993383382,1,0.917137854,0.983298054,0.5301594,0.999428323,0.98354855,0.421570983,1,0.977760909,1,0.95891679,0.999955807,1,0.999471414,0.993610043,0.961390923,0.992121152,0.989029313,0.988399068,0.99917754,0.993416706,0.99558049,0.998561048,0.937320146,0.983828815,0.993905978,0.999557792,0.999299746,0.994537417,0.99995846,0.989701675,0.991371857,0.948298967,1,0.99935996,0.999785411,0.984377818,0.998851213,0.999932461,0.955227147,0.9696882,0.855950353,0.999614082,1,1,1,0.999919286,0.992976354,0.98490179,0,1,0.984661478,0.46519772,0.993373755,1,0.984384344,0.999889519,0.975434683,0.98766898,0.985716344,0.978591779,0.997357578,0.993192956,0.999294303,0.987669005,0.992897144,0.989232399,0.99963146,0.993225537,0.99329952,0.993275983,0.989899996,0.988337848,0.986029242,0.976958814,0.99128316,0.993276442,0.988510183,0.989284419,0.98955661,0.990912298
UG,1,1,0.864333613,1,1,1,1,0.924046615,1,1,1,1,0.941154267,0.545149658,0.950141362,1,0.899863372,0.924822857,0.984175323,1,1,1,0.755956193,0.755115733,1,1,1,1,1,0.999299306,1,0.982082159,1,0.940368649,1,0.98440216,1,1,1,1,1,1,0.680672039,1,1,1,1,0.965104773,1,1,0.628979832,0.989062326,1,1,1,1,1,0.675158949,1,0.997740251,0.911302577,1,1,1,1,1,1,1,1,1,1,0.541290513,1,0.969881459,1,0.985711816,0.842542104,1,1,1,0.608818321,1,1,0.923874513,1,1,1,1,0,1,1,1,1,1,0.640873527,1,0.999617274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UA,0.955299544,0.944314751,0.973307646,0.94502344,0.939284663,0.978992741,0.945820935,0.999901064,0.964986442,0.243939524,0.943430751,0.328312151,0.999225403,1,0.999818744,1,1,0.999858686,1,0.944040873,0.999955463,0.943733285,0.99985833,1,0.943530952,0.943248253,0.947481811,1,0.943172206,1,0.974942425,0.999021938,0.916915595,0.99012404,0.961435886,1,0.943172602,0.94408415,1,0.986540856,1,0.768981174,0.999925791,0.922673236,0.912070778,1,0.997143276,1,0.468789751,0.999626472,1,0.999932696,0.945997823,0.813291604,0.998354618,0.288511259,0.999884097,0.993048461,0.944364144,1,1,0.946801336,1,0.948659608,0.996410258,0.994114708,0.953829514,0.999648899,0.247449068,0.939773158,0.211764849,1,0.994804307,0.999670505,0.290220657,0.990674422,1,0.958068179,0.995238381,0.947425285,0.999730789,1,1,1,0.999344786,0.945463398,1,0.984661478,1,0,0.871834895,0.943994089,1,0.999181555,0.99954583,0.910662838,0.940331334,0.928290319,0.930902057,0.76651232,0.939308107,0.985554202,0.94678376,0.932905726,0.26258152,0.994425002,0.932169012,0.943382667,0.945390363,0.278605398,0.244908734,0.992320892,0.948265482,0.924218843,0.939877205,0.940350957,0.250136142,0.327198097,0.937586146
UZ,0.83434377,0.990145843,0.995453678,0.990610784,0.985058916,0.410338701,0.972385583,0.999983149,0.994033259,0.894282071,0.990355945,0.856173275,0.999868068,1,0.999969128,1,1,0.999975931,1,0.99046844,0.995433594,0.990416483,0.99997587,1,0.990377601,0.990332978,0.991052285,1,0.990320919,1,0.987357905,0.999830524,0.937354814,0.99824861,0.993431644,1,0.990320986,0.990474762,1,0.946832007,1,0.500549898,0.999962176,0.980089961,0.395644761,1,0.998491637,1,0.901514673,0.99993638,1,0.999988537,0.990801063,0.945809578,0.992124733,0.90022072,0.999980259,0.998815993,0.990522735,1,1,0.967686067,1,0.991227088,0.9993634,0.998982112,0.992136103,0.999940199,0.894761332,0.989025132,0.840897779,1,0.999078603,0.999943879,0.897038519,0.998346214,1,0.978627856,0.992113791,0.854095794,0.999862786,1,1,1,0.999883805,0.990221968,1,0.46519772,1,0.871834895,0,0.990460904,1,0.999582848,0.99990027,0.972088033,0.985626495,0.98266005,0.9775956,0.965507707,0.989852855,0.998126614,0.986887453,0.988481968,0.896807995,0.999651053,0.988512454,0.990354035,0.990320152,0.898372971,0.890265353,0.998671977,0.978802228,0.986030234,0.989909039,0.986551559,0.895125374,0.905581812,0.987862786
VE,0.95635212,0.944901063,0.664614611,0.080903277,0.94573738,0.997908813,0.945658383,0.999142238,0.401593888,0.945374884,0.307797672,0.949369027,0.993284334,1,0.998428533,1,1,0.998774827,1,0.033019152,1,0.02666719,0.998771734,1,0.033459935,0.028642046,0.097710455,1,0.01698733,1,0.974867245,0.992486387,0.994169984,0.990094409,0.332914229,1,0.507312862,0.036097957,1,0.986950976,1,0.984802222,0.999925568,0.945855697,0.994549276,1,0.995799143,1,0.946229777,0.996761554,1,0.999416485,0.068475116,0.728119729,0.999905038,0.94532078,0.998995135,0.912654962,0.040388202,1,1,0.946680753,1,0.178016324,0.996399488,0.920022314,0.201331456,0.994932515,0.945473307,0.698240759,0.951778614,1,0.994788718,0.996608076,0.945868786,0.990646443,1,0.957942371,0.995275624,0.952675014,0.999729981,1,1,1,0.99934282,0.943258603,1,0.993373755,1,0.943994089,0.990460904,0,1,0.999179099,0.999544467,0.944380074,0.772391207,0.787606541,0.939857372,0.986028146,0.105203543,0.996552466,0.542882176,0.941637882,0.939118232,0.998955472,0.945404259,0.607802877,0.941501794,0.945309699,0.945659463,0.948996971,0.944620226,0.943185948,0.294591044,0.937552817,0.94493398,0.950436236,0.941216814
VN,1,1,1,1,1,1,0.999364868,1,1,1,1,1,1,1,1,0.497116692,0.993972916,1,1,1,0.971549752,1,1,1,1,1,1,1,1,1,0.999520337,1,1,1,1,1,1,1,0.998031544,1,1,0.999904016,1,1,0.999716338,0.838054584,1,1,1,0.999117976,1,1,1,1,0.999552799,1,1,1,1,1,1,0.999985484,1,0.999556614,0.999877987,1,1,0.998822928,1,1,1,1,0.999163634,1,1,1,1,0.999993026,1,1,1,0.948044778,0.999279791,1,0.999121888,1,1,1,1,1,1,1,0,1,0.999945764,1,1,1,0.999118783,1,1,0.999965059,1,1,1,1,0.999998875,1,1,1,1,1,0.999857908,0.997768117,1,0.999843596,1,1,0.999998954
YE,0.993975692,0.999153086,0.99960876,0.982501143,0.999106444,0.99990248,0.990072559,0.99999855,0.999486524,0.999158191,0.999170067,0.998874303,0.99677962,1,0.997183815,1,0.97596739,0.984969705,0.822882877,0.999179748,1,0.999175277,0.999188978,1,0.999171931,0.999168091,0.999229992,0.248820719,0.999167053,0.633856593,0.993594188,0.999985416,0.999824338,0.999849282,0.999434751,1,0.999167059,0.999180292,1,0.471922559,0.259750014,0.999748328,0.974375605,0.999086023,0.999854148,1,0.285033893,1,0.999008725,0.999994525,1,0.973764378,0.999208372,0.999175358,0.999998555,0.999078202,0.419268303,0.999898109,0.99918442,0.776612596,0.927263821,0.990408343,0.277607622,0.999245034,0.999945216,0.999913248,0.999323261,0.999994854,0.99917035,0.999103573,0.999237738,1,0.999920708,0.991216397,0.999015675,0.999857681,0.996613941,0.992304716,0.309068833,0.993555073,0.994927248,1,1,1,0.999990001,0.999113377,0.245481766,0.984384344,1,0.999181555,0.999582848,0.999179099,1,0,0.999981615,0.999181946,0.993387238,0.99912791,0.993327259,0.999787412,0.987491399,0.999150882,0.964006494,0.999127417,0.999138974,0.999935313,0.999169299,0.999169903,0.999166987,0.999167861,0.999138461,0.347554927,0.977074601,0.997402079,0.999168789,0.993748309,0.999152878,0.999022769,0.998496759
ZM,0.999253356,0.999536952,0.791993727,0.999513607,0.99953705,0.999977709,0.998898933,0.88809285,0.999696936,0.999538029,0.99946512,0.999549978,0.91329301,0.464143451,0.926539023,0.999917136,0.852523772,0.891783725,0.991897347,0.999541185,0.998400122,0.999542346,0.636943602,0.652704489,0.999505501,0.99953129,0.999550339,1,0.999537782,1,0.999410814,0.973569687,0.999944641,0.911509758,0.999686333,0.977018835,0.999537786,0.999527911,0.999987628,0.999777778,1,0.999848222,0.670815565,0.999536482,0.999933449,0.999981894,0.999952763,0.948586921,0.999541844,0.999996962,0.403520185,0.983884369,0.999547653,0.999555874,0.999973575,0.999531988,0.999999057,0.518321522,0.999537937,0.996670586,0.869317155,0.99894262,1,0.999331737,0.999718791,0.999910129,0.999624465,0.999978895,0.999524517,0.999556623,0.999590836,0.464185723,0.999530514,0.955622,0.999543545,0.978249894,0.98980412,0.999146671,0.999919545,0.999196585,0.492447312,0.999961473,1,0.887840087,0.999941032,0.995830765,1,0.999889519,0.640873527,0.99954583,0.99990027,0.999544467,0.999945764,0.999981615,0,0.997692223,0.997000401,0.998201568,0.996720289,0.999882031,0.999518868,0.999881484,0.999522444,0.999532597,0.999538338,0.999978175,0.995328483,0.999524121,0.997543315,0.999538231,0.999538735,0.999723971,0.996542683,0.998035577,0.999519896,0.998060588,0.999538732,0.999565779,0.995419834
AT,0.95316057,0.943214723,0.973630944,0.942601556,0.946015829,0.979911458,0.945846793,0.999901721,0.963153825,0.902840168,0.938147755,0.914708705,0.999230545,1,0.999819947,1,1,0.999859624,1,0.944137427,0.999881173,0.944118504,0.99985927,1,0.940971391,0.943045485,0.946081575,1,0.943561266,1,0.973118043,0.997105948,0.989430616,0.944012053,0.961699907,1,0.943794452,0.943469943,1,0.985776327,1,0.962261231,0.999925826,0.942473431,0.976598438,1,0.997142559,1,0.920284699,0.999628951,1,0.999933143,0.945611372,0.939712851,0.999641852,0.905341889,0.999884866,0.993132658,0.943946559,1,1,0.946748116,1,0.930041248,0.979560121,0.990402369,0.954145611,0.999652412,0.908227843,0.946479832,0.918870914,1,0.970310855,0.999673449,0.907065441,0.946955934,1,0.958088192,0.995147609,0.950109344,0.999730918,1,1,1,0.996255987,0.69191176,1,0.975434683,1,0.910662838,0.972088033,0.944380074,1,0.999181946,0.997692223,0,0.798651652,0.541293632,0.676475338,0.974163087,0.942923815,0.982769325,0.935749705,0.945418126,0.903936617,0.993991998,0.701208223,0.940550903,0.193675801,0.912014468,0.912033912,0.978922937,0.719556124,0.758455048,0.942656273,0.763416725,0.905435858,0.917991338,0.708075457
BE,0.95496298,0.945385379,0.891690434,0.77622193,0.945912292,0.992489277,0.945219743,0.999148853,0.857749682,0.940357774,0.766522578,0.944369355,0.994464381,0.999429238,0.998608877,1,0.999551193,0.998734113,0.998496958,0.772351553,0.999963648,0.77132194,0.998348143,0.999417849,0.770567251,0.767796087,0.78520265,0.99410271,0.769041612,0.996678553,0.973512052,0.996045473,0.993250085,0.960791614,0.843268496,0.999965785,0.676006244,0.772767893,1,0.982241114,0.994215182,0.97847037,0.999329758,0.945871927,0.989595602,1,0.990442575,0.999923454,0.943159074,0.997415561,0.999429967,0.999169017,0.780540579,0.859735078,0.999834996,0.940636701,0.9928827,0.971382615,0.773904193,0.997728565,0.999090738,0.946192818,0.994289671,0.791778873,0.985770711,0.97444187,0.812354829,0.998580033,0.938628981,0.849256837,0.946961513,0.999429283,0.979375186,0.997976201,0.942101236,0.963018941,0.999958374,0.957602887,0.989807326,0.951516661,0.999139101,1,1,0.999833011,0.997399064,0.784665116,0.993408784,0.98766898,0.999617274,0.940331334,0.985626495,0.772391207,1,0.993387238,0.997000401,0.798651652,0,0.751319659,0.63145521,0.984711458,0.776881667,0.98995896,0.642251576,0.942455795,0.937895045,0.997785531,0.791956731,0.802171419,0.784787822,0.940657267,0.940978064,0.949561603,0.513571637,0.825419963,0.771084021,0.82739658,0.940302904,0.9458472,0.794425695
CH,0.952614962,0.928358136,0.897533063,0.791265399,0.945393605,0.990695335,0.942398738,0.999465137,0.867124359,0.923727064,0.782047565,0.932256906,0.995812399,1,0.999020101,1,1,0.999236035,1,0.787769411,0.999952952,0.786640311,0.999234106,1,0.78560088,0.783960072,0.800625715,1,0.784512734,1,0.971938312,0.996125687,0.99196917,0.95828451,0.85376741,1,0.737882741,0.787808217,1,0.985373016,1,0.974661195,0.999920926,0.927842959,0.987137483,1,0.996129289,1,0.929189751,0.997980644,1,0.999636145,0.795104007,0.865960711,0.999795603,0.92378639,0.999373409,0.973314346,0.788958714,1,1,0.943441467,1,0.803567991,0.984168634,0.977229582,0.824924545,0.998682888,0.927296958,0.858684564,0.936110637,1,0.976299162,0.99844497,0.925752837,0.959288345,1,0.955418926,0.994814426,0.949035784,0.999713144,1,1,1,0.997011155,0.761545928,1,0.985716344,1,0.928290319,0.98266005,0.787606541,1,0.99912791,0.998201568,0.541293632,0.751319659,0,0.759340532,0.980621395,0.792133249,0.98847943,0.714405442,0.943167093,0.922111161,0.996837433,0.761160937,0.782198258,0.452916215,0.928979883,0.929246423,0.962823591,0.789392149,0.824131964,0.782914919,0.826256336,0.925222344,0.934619535,0.764849402
DE,0.952595519,0.944708702,0.971317012,0.933171778,0.946938936,0.983795766,0.944443325,0.999894846,0.960375232,0.929351288,0.923291455,0.934337497,0.999151597,1,0.999785326,0.99941862,0.999810104,0.999731304,0.998605465,0.939009306,0.999905524,0.939577657,0.999843093,1,0.936510144,0.93849706,0.938084274,0.9940851,0.938975138,0.997145801,0.972517045,0.997089644,0.991573297,0.944718689,0.958587699,1,0.939931211,0.938994882,1,0.980949132,0.993271155,0.968805854,0.99972904,0.944492952,0.981473334,0.999838683,0.989653249,1,0.93571479,0.999602995,1,0.999722449,0.941281697,0.938361741,0.999719192,0.930307144,0.995291607,0.992530036,0.939482623,0.998251145,0.999430589,0.945308293,0.993224841,0.92651564,0.97986682,0.985197953,0.950419551,0.999624873,0.92692623,0.940578115,0.937337893,1,0.970813444,0.999579495,0.932338643,0.94772169,0.999973274,0.957002546,0.988089622,0.949494737,0.999684983,0.999976476,1,1,0.996319367,0.696438091,0.994024237,0.978591779,1,0.930902057,0.9775956,0.939857372,0.999118783,0.993327259,0.996720289,0.676475338,0.63145521,0.759340532,0,0.980789134,0.937461888,0.984677702,0.935577688,0.942902475,0.929783534,0.994083775,0.70661431,0.93435692,0.660781892,0.931432136,0.93161002,0.964296866,0.491042942,0.758755628,0.937050567,0.762122359,0.929979923,0.936680202,0.712450003
EE,0.988696515,0.985536156,0.99334103,0.986278118,0.984090704,0.995816745,0.985927159,0.999975318,0.991260551,0.802148954,0.985874413,0.824448407,0.999806761,1,0.999954782,1,1,0.999964746,1,0.986039183,1,0.985963083,0.999964657,1,0.985906132,0.985840774,0.986894338,1,0.98582311,1,0.993491374,0.99975177,0.976863425,0.997434751,0.99037937,1,0.985823209,0.986048444,1,0.996620696,1,0.934835136,0.999980724,0.979883701,0.976930164,1,0.999259765,1,0.861148252,0.999906816,1,0.99998321,0.986526374,0.951872304,0.999558548,0.813788068,0.999971086,0.998265792,0.98611871,1,1,0.986191922,1,0.98715037,0.999067576,0.99852347,0.9884818,0.999912411,0.803020873,0.950777378,0.774933897,1,0.998650435,0.999917801,0.794670966,0.997577711,1,0.989108342,0.998776529,0.98645589,0.999930073,1,1,1,0.99982981,0.985836024,1,0.997357578,1,0.76651232,0.965507707,0.986028146,1,0.999787412,0.999882031,0.974163087,0.984711458,0.980621395,0.980789134,0,0.984813452,0.388144182,0.986721816,0.982462974,0.805681311,0.432643781,0.982352206,0.985871615,0.985821987,0.809967297,0.796332914,0.998054853,0.986594392,0.977442988,0.985025289,0.967527336,0.80139417,0.770893902,0.98375868
ES,0.956879501,0.945553621,0.67775058,0.148074372,0.946351133,0.997850412,0.946314972,0.999166706,0.44607539,0.941019491,0.33478969,0.945186698,0.993425525,1,0.998429193,1,0.999622303,0.998572152,0.997203609,0.104966979,1,0.099119335,0.998794072,1,0.105301592,0.100532757,0.164804226,0.988045319,0.090135947,0.994276616,0.975129904,0.992733763,0.993751636,0.9895589,0.382553876,1,0.521772964,0.107886809,1,0.978870154,0.988277005,0.983604166,0.999535716,0.946343527,0.994126642,1,0.984532531,1,0.943268594,0.996853931,1,0.999003343,0.13776551,0.72660153,0.999896783,0.941286643,0.987887361,0.916075987,0.111773493,0.996491045,0.998858188,0.94732499,0.988540171,0.238659572,0.996127734,0.925070039,0.260769021,0.995218966,0.941035275,0.697327903,0.947649711,1,0.99430462,0.996561987,0.941799027,0.989988417,0.999946407,0.958450538,0.984552552,0.953217766,0.99965511,1,1,1,0.999281772,0.939411976,0.986316889,0.993192956,1,0.939308107,0.989852855,0.105203543,1,0.987491399,0.999518868,0.942923815,0.776881667,0.792133249,0.937461888,0.984813452,0,0.996436846,0.555523953,0.942236702,0.935088402,0.998940748,0.940531231,0.61655708,0.940167878,0.941356118,0.941584138,0.938934089,0.942428292,0.94225944,0.322088341,0.937254359,0.940633081,0.946656882,0.936736297
FI,0.996024217,0.99648942,0.998356909,0.996467426,0.996441337,0.999713271,0.994844557,0.99999391,0.997750336,0.989623445,0.996248667,0.990624573,0.999944895,1,0.999982334,0.999998928,0.999937317,0.999973897,0.999752778,0.996542424,0.999995802,0.996536412,0.999989408,1,0.996384768,0.996478434,0.9966878,0.999241996,0.996501874,0.998921196,0.997492486,0.999848817,0.998791944,0.997210352,0.997626124,1,0.996501898,0.996507957,1,0.998161005,0.999259602,0.994590766,0.999826387,0.996293856,0.998822399,0.99939235,0.998995288,1,0.991904268,0.999977007,1,0.999944804,0.996637848,0.995351162,0.999978266,0.990040873,0.999235929,0.999572087,0.996537522,0.999484412,0.999831733,0.994966043,0.999241024,0.995943445,0.998954144,0.999467397,0.997157902,0.999978387,0.989616715,0.952412655,0.984141842,1,0.998448743,0.999970917,0.96564286,0.997302849,0.999996615,0.996009467,0.998837066,0.995654537,0.999956632,0.999166236,1,1,0.999804375,0.984258174,0.999241735,0.999294303,1,0.985554202,0.998126614,0.996552466,0.999965059,0.999150882,0.999881484,0.982769325,0.98995896,0.98847943,0.984677702,0.388144182,0.996436846,0,0.996473,0.996373739,0.988118062,0.292953097,0.984261559,0.996447336,0.985338291,0.989913191,0.988373854,0.998216007,0.986444316,0.958059111,0.99642095,0.932381907,0.986719892,0.924332631,0.984613629
FR,0.95757148,0.947644871,0.781197165,0.55851098,0.948394076,0.992775878,0.948356317,0.998446623,0.71740163,0.948086893,0.544626539,0.951393691,0.987625323,1,0.997005171,1,0.998745548,0.997056265,0.991284227,0.543716943,0.999964328,0.540770825,0.997732825,1,0.543601308,0.533735962,0.57404066,0.964066456,0.536191491,0.981417174,0.976077977,0.994949587,0.994026142,0.989646741,0.685253236,1,0.299980416,0.545136709,1,0.962456829,0.964746011,0.981960331,0.998611419,0.948473469,0.990421816,1,0.960589644,1,0.948688707,0.994135285,1,0.997294389,0.560392527,0.746201444,0.999849807,0.948035475,0.963917878,0.943016772,0.547134368,0.987972379,0.99614914,0.949296762,0.965384708,0.609835682,0.996236768,0.957635942,0.623172696,0.997141146,0.948155494,0.718708602,0.953850309,1,0.994553202,0.995396593,0.948557768,0.990223723,0.999838834,0.960030434,0.963039179,0.954363043,0.999479874,1,1,1,0.99931312,0.941315364,0.958580886,0.987669005,1,0.94678376,0.986887453,0.542882176,1,0.964006494,0.999522444,0.935749705,0.642251576,0.714405442,0.935577688,0.986721816,0.555523953,0.996473,0,0.943050282,0.94170807,0.998984731,0.943127225,0.623278173,0.930770904,0.948024944,0.948346564,0.894988007,0.940494372,0.943432844,0.538754224,0.941566666,0.947667975,0.952896961,0.939726167
GR,0.954117259,0.936390637,0.972184681,0.942735825,0.945277093,0.997658124,0.942425914,0.999893754,0.963524574,0.932843762,0.941080729,0.937514342,0.999168173,1,0.999805352,1,1,0.999848246,1,0.941688265,1,0.941366107,0.999847862,1,0.941167676,0.940846247,0.945282348,1,0.940781422,1,0.973298334,0.998988905,0.98844432,0.989903159,0.959813468,1,0.93977746,0.941733909,1,0.986111695,1,0.979183728,0.999920882,0.941713003,0.993260651,1,0.996944074,1,0.929165989,0.999598874,1,0.999927724,0.943727566,0.937905497,0.999880777,0.933332919,0.999875534,0.992756005,0.942026871,1,1,0.943570935,1,0.946579624,0.99631136,0.993888059,0.95188709,0.999634128,0.933095695,0.940205203,0.937551135,1,0.994639254,0.999650561,0.935616845,0.990429074,1,0.955439659,0.994968194,0.950203227,0.999712982,1,1,1,0.999323972,0.943971763,1,0.992897144,1,0.932905726,0.988481968,0.941637882,1,0.999127417,0.999532597,0.945418126,0.942455795,0.943167093,0.942902475,0.982462974,0.942236702,0.996373739,0.943050282,0,0.93330412,0.999284169,0.943673164,0.941335298,0.944523162,0.933767747,0.933695813,0.991926241,0.948578833,0.945852059,0.94086702,0.945855111,0.933074471,0.939502627,0.944746016
HR,0.954798571,0.940105703,0.970983818,0.940240058,0.939856573,0.987077491,0.94318569,0.999891332,0.961971925,0.077463432,0.938489672,0.284312047,0.999149205,1,0.999800914,1,1,0.999844785,1,0.939173763,1,0.938834724,0.999844393,1,0.938662494,0.938306269,0.942938296,1,0.938224797,1,0.973654604,0.998967978,0.930912285,0.990012225,0.958078507,1,0.937582384,0.93923213,1,0.986489662,1,0.810941736,0.99992193,0.913731804,0.931325814,1,0.997022973,1,0.431543576,0.999589727,1,0.999926076,0.941308542,0.83639738,0.998688518,0.139767862,0.999872696,0.992443262,0.939533438,1,1,0.944344098,1,0.944497189,0.996369615,0.993663663,0.949809926,0.999618333,0.249581037,0.942673208,0.34218065,1,0.994745482,0.999639657,0.144404389,0.990568839,1,0.956027712,0.995108606,0.94725251,0.999716783,1,1,1,0.999337368,0.944820125,1,0.989232399,1,0.26258152,0.896807995,0.939118232,1,0.999138974,0.999538338,0.903936617,0.937895045,0.922111161,0.929783534,0.805681311,0.935088402,0.988118062,0.94170807,0.93330412,0,0.995727861,0.931606141,0.936832557,0.944707577,0.291665317,0.289639893,0.991820285,0.947761231,0.923696785,0.935696741,0.940177483,0.140259459,0.33071849,0.937112939
HU,0.99751141,0.999318224,0.999502179,0.998938625,0.999302097,0.999935071,0.996018801,0.999998155,0.999341098,0.998092083,0.998880895,0.998283946,0.999985554,1,0.99999662,1,1,0.999997364,1,0.998952633,1,0.998950608,0.999997358,1,0.99893851,0.99893988,0.998997721,1,0.998940144,1,0.998037917,0.999976318,0.999807051,0.999685329,0.999280767,1,0.998940151,0.998954362,1,0.99926115,1,0.997277674,0.999994135,0.999257148,0.999820499,1,0.999844408,1,0.998537787,0.999993034,1,0.999998745,0.998990727,0.998134253,0.999997108,0.998148033,0.999997838,0.999870352,0.998960118,1,1,0.996240466,1,0.998988886,0.999885622,0.999857041,0.999138906,0.999993452,0.99833504,0.937444676,0.99327939,1,0.999834453,0.999993855,0.9645429,0.999702865,1,0.996917245,0.999732501,0.997328088,0.999978723,1,1,1,0.999979123,0.998251073,1,0.99963146,1,0.994425002,0.999651053,0.998955472,1,0.999935313,0.999978175,0.993991998,0.997785531,0.996837433,0.994083775,0.432643781,0.998940748,0.292953097,0.998984731,0.999284169,0.995727861,0,0.998300284,0.998933102,0.998268582,0.998401417,0.997390537,0.999775321,0.997307714,0.994910527,0.998929892,0.97817932,0.994110246,0.907526777,0.998263182
IE,0.955831046,0.944602521,0.973979731,0.942094242,0.944983344,0.997671984,0.945009646,0.999903555,0.963272832,0.931017896,0.93853681,0.936995725,0.999244907,1,0.999823308,0.999997097,1,0.999862245,1,0.945149986,1,0.945150022,0.999861897,1,0.938857072,0.943445649,0.946962568,1,0.94460307,1,0.968078806,0.995062294,0.992860705,0.894825589,0.96240689,1,0.944603456,0.94202718,0.999796883,0.986795195,1,0.979211334,0.999924679,0.944754646,0.99324503,1,0.997107493,1,0.937353199,0.999426726,1,0.999934391,0.944729701,0.944918738,0.999880053,0.931839982,0.999887015,0.993223493,0.944112906,1,1,0.946044222,1,0.910703057,0.948415313,0.990009434,0.954992038,0.998803407,0.926375148,0.948005248,0.939251895,1,0.909501013,0.999678801,0.934011494,0.874353609,1,0.957439786,0.995219224,0.95203633,0.999726758,0.999995983,0.99982922,1,0.988403235,0.242060647,1,0.993225537,1,0.932169012,0.988512454,0.945404259,0.999998875,0.999169299,0.995328483,0.701208223,0.791956731,0.761160937,0.70661431,0.982352206,0.940531231,0.984261559,0.943127225,0.943673164,0.931606141,0.998300284,0,0.943243263,0.684535749,0.929425184,0.930710966,0.956250755,0.697915876,0.748172352,0.941465522,0.752449659,0.931284463,0.93716371,0.120392296
IT,0.955863119,0.943225229,0.813230035,0.602257762,0.945129459,0.997885385,0.945049577,0.999296313,0.757461419,0.944762902,0.610866064,0.948804284,0.994490627,1,0.998710806,1,1,0.998994897,1,0.60849333,1,0.605973756,0.99899236,1,0.608311171,0.603235188,0.6344692,1,0.602044611,1,0.974574001,0.995607917,0.994104668,0.989687432,0.729942059,1,0.596086708,0.609689193,1,0.986804784,1,0.984618581,0.999924734,0.94427072,0.994488209,1,0.996040282,1,0.945376058,0.997343256,1,0.999521298,0.622786321,0.726661865,0.999903974,0.944649465,0.999175633,0.951359152,0.611409068,1,1,0.946083401,1,0.664645415,0.996251559,0.963605121,0.676675927,0.997542502,0.94485295,0.696669589,0.951238376,1,0.99457461,0.99767241,0.945272596,0.990262147,1,0.957471187,0.995222695,0.952144818,0.999726956,1,1,1,0.99931582,0.942047608,1,0.99329952,1,0.943382667,0.990354035,0.607802877,1,0.999169903,0.999524121,0.940550903,0.802171419,0.782198258,0.93435692,0.985871615,0.61655708,0.996447336,0.623278173,0.941335298,0.936832557,0.998933102,0.943243263,0,0.931640317,0.944696987,0.945050669,0.960230608,0.943889705,0.943145349,0.606321433,0.941977842,0.943392041,0.949880958,0.94047189
